Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.41295E-3,57.100954384,0.736335335,0.014362657,0.444444444,0
1.43247E-3,57.386775379,0.741147763,0.014163176,0.444444444,0
1.43273E-3,57.530048529,0.741210596,0.014063435,0.444444444,0
1.43677E-3,57.817380163,0.742194734,0.013863954,0.444444444,0
1.46535E-3,58.108464962,0.749052359,0.013664472,0.444444444,0
1.46982E-3,58.255447399,0.750110561,0.013564732,0.444444444,0
1.47067E-3,58.549551575,0.750310039,0.01336525,0.444444444,0
1.4912E-3,58.847399425,0.75509891,0.013165769,0.444444444,0
1.51113E-3,59.148843616,0.759662607,0.012966288,0.444444444,0
1.51306E-3,59.300149441,0.760098441,0.012866547,0.444444444,0
1.52045E-3,59.604056141,0.761766679,0.012667066,0.444444444,0
1.53477E-3,59.757533107,0.764962617,0.012567325,0.481481481,0
1.551E-3,60.067316392,0.768533817,0.012367844,0.481481481,0
1.57662E-3,60.381892532,0.774061758,0.012168362,0.481481481,0
1.58268E-3,60.540160525,0.775350227,0.012068622,0.481481481,0
1.5954E-3,60.8587616,0.778030531,0.01186914,0.481481481,0
1.59846E-3,61.018607496,0.778669829,0.0117694,0.481481481,0
1.62701E-3,61.343799465,0.784551478,0.011569918,0.481481481,0
1.63844E-3,61.507643188,0.786862557,0.011470178,0.481481481,0
1.67349E-3,61.839045324,0.793795871,0.011270696,0.481481481,0
1.69925E-3,62.008969959,0.798746445,0.011170956,0.481481481,0
1.71373E-3,62.351056641,0.801477217,0.010971474,0.481481481,0
1.71909E-3,62.52296516,0.802478346,0.010871733,0.481481481,0
1.72592E-3,62.867804247,0.803747434,0.010672252,0.481481481,0
1.73256E-3,63.041059915,0.804972952,0.010572511,0.481481481,0
1.75896E-3,63.391940033,0.809770985,0.01037303,0.481481481,0
1.77761E-3,63.569700747,0.813088648,0.010273289,0.481481481,0
1.80954E-3,63.750654531,0.818635509,0.010173549,0.481481481,0
1.8281E-3,64.115353552,0.821783753,0.009974067,0.481481481,0
1.83537E-3,64.29889045,0.823002108,0.009874327,0.481481481,0
1.84339E-3,64.667339019,0.824336833,0.009674845,0.481481481,0
1.85802E-3,64.853141386,0.826745123,0.009575105,0.481481481,0
1.8736E-3,65.040501155,0.829272256,0.009475364,0.481481481,0
1.90425E-3,65.418388188,0.834139265,0.009275883,0.481481481,0
1.90711E-3,65.60909896,0.834585508,0.009176142,0.481481481,0
1.9095E-3,65.800048983,0.83495847,0.009076401,0.481481481,0
1.95392E-3,66.18855268,0.841731762,0.00887692,0.481481481,0
1.9765E-3,66.386202841,0.84506847,0.008777179,0.481481481,0
1.98516E-3,66.584718558,0.84632853,0.008677439,0.481481481,0
1.99446E-3,66.784165048,0.847672099,0.008577698,0.481481481,0
2.00328E-3,67.184739164,0.848933023,0.008378217,0.481481481,0
2.02576E-3,67.387315375,0.85210428,0.008278476,0.481481481,0
2.04198E-3,67.591513706,0.85435048,0.008178735,0.481481481,0
2.05348E-3,67.796861542,0.855921549,0.008078995,0.481481481,0
2.09672E-3,68.006533921,0.861681757,0.007979254,0.481481481,0
2.13216E-3,68.431248341,0.866230118,0.007779773,0.481481481,0
2.16205E-3,68.647453667,0.869949781,0.007680032,0.481481481,0
2.20682E-3,68.868136108,0.875328735,0.007580291,0.481481481,0
2.23345E-3,69.091480684,0.878421041,0.007480551,0.481481481,0
2.24277E-3,69.315757653,0.879485863,0.00738081,0.481481481,0
2.2594E-3,69.541697185,0.881361475,0.007281069,0.481481481,0
2.26323E-3,69.768020484,0.881790257,0.007181329,0.481481481,0
2.30991E-3,70.227342479,0.886882786,0.006981847,0.481481481,0
2.31067E-3,70.458409579,0.88696425,0.006882107,0.481481481,0
2.40421E-3,70.698830499,0.896512217,0.006782366,0.481481481,0
2.41115E-3,70.939945859,0.897188037,0.006682625,0.481481481,0
2.44997E-3,71.184942545,0.900884827,0.006582885,0.481481481,0
2.45234E-3,71.430176348,0.901106313,0.006483144,0.481481481,0
2.45965E-3,71.676141384,0.901786229,0.006383403,0.481481481,0
2.46299E-3,71.922440073,0.902094913,0.006283662,0.518518519,0
2.52189E-3,72.174629041,0.907387378,0.006183922,0.518518519,0
2.54943E-3,72.429571878,0.909762644,0.006084181,0.518518519,0
2.57193E-3,72.686764702,0.911658013,0.00598444,0.518518519,0
2.58336E-3,72.945100784,0.912605776,0.0058847,0.518518519,0
2.584E-3,73.203500824,0.912658495,0.005784959,0.518518519,0
2.61699E-3,73.465199768,0.91533506,0.005685218,0.518518519,0
2.66204E-3,73.731404253,0.918858618,0.005585478,0.518518519,0
2.68858E-3,74.000262253,0.920864786,0.005485737,0.518518519,0
2.71038E-3,74.271300041,0.922475634,0.005385996,0.518518519,0
2.78685E-3,74.549984923,0.927871867,0.005286256,0.518518519,0
2.8781E-3,74.837794498,0.93382152,0.005186515,0.518518519,0
2.96962E-3,75.134756127,0.939296075,0.005086774,0.518518519,0
3.06949E-3,75.441704637,0.944754603,0.004987034,0.518518519,0
3.14707E-3,75.7564117,0.948654088,0.004887293,0.518518519,0
3.18341E-3,76.074752827,0.950384713,0.004787552,0.518518519,0
3.2378E-3,76.398533025,0.95286655,0.004687812,0.518518519,0
3.31434E-3,76.72996715,0.956150192,0.004588071,0.518518519,0
3.37082E-3,77.067049241,0.958425649,0.00448833,0.518518519,0
3.387E-3,77.405748791,0.959055268,0.00438859,0.518518519,0
3.45277E-3,77.751025861,0.96151894,0.004288849,0.518518519,0
3.45805E-3,78.096830843,0.961710126,0.004189108,0.518518519,0
3.48432E-3,78.445262739,0.962647445,0.004089368,0.555555556,0
3.51581E-3,78.796843956,0.963740973,0.003989627,0.555555556,0
3.55941E-3,79.152784949,0.965202166,0.003889886,0.555555556,0
3.59494E-3,79.51227932,0.966349428,0.003790146,0.555555556,0
3.67119E-3,79.879398669,0.968685207,0.003690405,0.555555556,0
3.67673E-3,80.247071221,0.968848223,0.003590664,0.555555556,0
3.71246E-3,80.618317298,0.969881003,0.003490924,0.555555556,0
3.77053E-3,80.99537074,0.971486852,0.003391183,0.592592593,0
3.77416E-3,81.372786648,0.971584194,0.003291442,0.592592593,0
3.79336E-3,81.752122755,0.972094354,0.003191702,0.592592593,0
3.82097E-3,82.134220039,0.972811934,0.003091961,0.592592593,0
3.8255E-3,82.516770475,0.972927925,0.00299222,0.592592593,0
3.86395E-3,82.903165011,0.973892182,0.00289248,0.592592593,0
4.05779E-3,83.308943905,0.978255758,0.002792739,0.592592593,0
4.09423E-3,83.718366884,0.978990639,0.002692998,0.592592593,0
4.10536E-3,84.128902677,0.979210064,0.002593258,0.592592593,0
4.11294E-3,84.54019656,0.97935823,0.002493517,0.592592593,0
4.24046E-3,84.964242455,0.981698095,0.002393776,0.62962963,0
4.32711E-3,85.396953045,0.983134734,0.002294036,0.666666667,0
4.35019E-3,85.831971628,0.98349801,0.002194295,0.703703704,0
4.47927E-3,86.279898942,0.985390224,0.002094554,0.740740741,0
4.50156E-3,86.730055191,0.985694251,0.001994813,0.777777778,0
4.51649E-3,87.181703793,0.985894263,0.001895073,0.777777778,0
4.55534E-3,87.637237347,0.986401926,0.001795332,0.777777778,0
4.79851E-3,88.117088381,0.989189695,0.001695591,0.777777778,0
5.23615E-3,88.64070291,0.992846484,0.001595851,0.777777778,0
5.52643E-3,89.193345887,0.994560273,0.00149611,0.777777778,0
5.54355E-3,89.747700869,0.994647431,0.001396369,0.777777778,0
5.66232E-3,90.313932819,0.995214833,0.001296629,0.814814815,0
5.7612E-3,90.890053313,0.995641075,0.001196888,0.814814815,0
6.19276E-3,91.509329129,0.997098966,0.001097147,0.851851852,0
6.25747E-3,92.135076343,0.997270792,0.000997407,0.851851852,0
6.39417E-3,92.774493132,0.997601021,0.000897666,0.888888889,0
6.57802E-3,93.432295618,0.997983064,0.000797925,0.888888889,0
6.80297E-3,94.112592991,0.99836875,0.000698185,0.925925926,0
7.12767E-3,94.82536039,0.998799184,0.000598444,0.925925926,0
7.22772E-3,95.548132184,0.998907342,0.000498703,0.925925926,0
8.69665E-3,96.417797232,0.999726727,0.000398963,0.925925926,0
9.02921E-3,97.320718196,0.999800321,0.000299222,0.962962963,0
1.07944E-2,98.400162321,0.999962239,0.000199481,0.962962963,0
1.59984E-2,100,0.999999722,0.000099741,0.962962963,0
